mean_slope,mean_precipitation,imperviousness,flooded,distance_to_drainage ,min_elevation,min_slope,max_slope
3.73,16.09,92,0,161.11,6,0,8.15
4.61,20.56,90,0,225.36,5,0,10.16
5.65,21.94,27,0,434.8,5,3.49,10.95
2.58,18.78,51,0,498.34,7,0.57,4.48
3.09,17.01,19,0,355.27,8,0.81,5.29
3.34,21.94,29,0,450.17,8,2.36,4.73
3.54,21.94,45,0,377.57,7,0.57,7.25
3.24,17.01,24,0,400.43,7,1.28,5.41
3.27,20.56,39,0,618.54,7,0.81,6.33
2.76,21.94,24,0,654.69,8,0.81,4.93
3.51,11.61,49,0,9.68,3,0,6.97
4.99,11.61,46,0,120.97,3,1.28,8.97
5.01,11.61,116,0,77.41,4,0.57,10.88
5.99,11.61,49,0,10.9,3,1.28,14.95
3.55,11.61,53,0,152.55,6,0.57,6.2
5.15,11.61,165,0,16.87,2,0.57,10.88
3.34,11.61,32,0,7.46,3,0.57,5.29
2.97,11.61,124,0,251.17,6,0.81,6.41
3.64,11.61,29,0,78.08,6,1.81,4.9
2.82,20.56,35,0,405.39,7,0.57,6.41
3.34,11.61,43,0,254.05,8,1.28,5.85
4.17,11.61,128,0,170.68,3,0.57,9.46
3.97,11.61,30,0,13.86,5,0,6.93
2.86,11.61,25,0,522.36,6,0.81,8.21
4.32,11.61,51,0,13.86,6,1.28,9.46
3.45,11.61,103,0,60.4,5,0,8.05
5.5,11.61,12,0,4.58,0,1.81,9.61
3.2,11.61,57,0,259.81,4,0.57,6.17
6.53,11.61,58,0,79.52,-2,1.28,17.35
3.7,11.61,73,0,149.59,4,0.57,9.26
3.67,21.98,67,0,248.93,5,0,9.75
7.37,28.99,2,0,2.43,18,0,16.43
5.19,13.21,24,0,95.98,8,1.28,8.21
10.06,18.21,15,0,12.12,20,0,27.04
10.21,27.35,0,0,0,30,1.81,23.59
8.3,16.08,0,0,0,15,0.57,23.53
3.69,21.94,82,0,418.31,7,0.57,8.62
4.47,18.18,65,0,221.89,7,1.15,9.4
4.22,21.94,26,0,283.63,5,2.36,7.09
4.13,18.18,56,0,0,2,1.15,7.99
3.67,25.7,2,0,130.21,12,3.67,3.67
3.53,18.18,44,0,5.04,1,0.81,7.45
3.89,18.18,70,0,251.8,7,0.81,8.97
7.37,25.7,13,0,804.39,19,2.07,12.35
1.7,21.94,11,0,129.53,4,0.57,3.85
3.64,25.7,81,0,10.26,4,0.57,9.07
3.61,18.18,50,0,37.71,-2,0.57,8.27
7,25.7,4,0,369.65,16,6.17,8.62
7.37,20.98,81,0,36.36,5,1.28,13.81
8.86,13.21,10,0,0,0,0,16.87
1.92,13.21,74,0,98.72,3,0.57,4.05
2.34,13.07,11,1,0,0,0,10.54
2.72,20.83,109,0,0,0,0.57,6.71
3.79,11.61,16,0,189.86,4,0.57,10.01
3.52,11.61,32,0,114.01,4,0.57,13.07
3.44,11.61,16,0,209.78,5,1.15,6.69
3.03,11.61,0,0,26.26,5,0.81,4.48
3.62,11.61,43,0,371.52,3,0.57,8.68
9.86,17.42,0,0,72.95,9,0,26.68
8.72,19.28,1,0,154.22,8,0.57,21.7
5.66,19.28,7,0,173.94,31,3.44,8.73
12.03,19.28,0,0,10.13,26,6.41,19.5
11.58,34.57,0,0,0,36,1.28,34.12
9.53,28.73,0,0,789.84,73,2.56,18
12.58,31.65,0,0,0,32,0.57,31.3
4.5,17.01,27,0,80.97,5,0,10.03
4.22,21.94,147,1,435.9,3,0,9.81
9.2,24.61,60,0,389.17,14,2.87,18.51
3.52,21.94,21,0,367.79,5,1.28,6.41
3.97,16.09,68,0,305,6,1.15,8.11
4.9,11.61,96,0,1.55,-1,0.57,15.15
4.48,10.33,6,1,79.06,-7,0,12.73
2.19,0,0,1,52.77,2,1.15,3.24
3.29,13.04,43,0,0,8,0.81,8.6
2.95,12.58,0,0,80.31,6,2.29,3.63
5.99,12.58,0,0,0,4,0.81,8.96
4.47,17.28,82,0,184.88,6,0.57,10.38
8.7,13.78,0,0,10.42,51,2.43,17.1
11.4,0,0,0,486.75,885,0.57,26.56
9.71,16.88,0,0,2.87,61,1.15,32.15
3.73,23.06,0,1,0,1,0,13.86
4.33,20.55,18,0,3.39,10,1.62,6.93
4.74,13.04,21,0,250.58,7,1.28,8.52
5.64,13.04,13,0,128.54,3,1.15,12.52
8.24,21.94,13,0,401.62,3,3.09,12.93
3.06,13.04,8,0,245.56,8,1.28,5.29
7.25,13.04,0,1,0,0,0,15.01
7.72,21.98,2,0,0,0,2.56,18.25
6.17,13.04,11,0,295.49,5,1.72,10.57
4.09,13.04,13,0,155.91,8,1.15,11.59
12.07,15.72,0,0,49.99,141,11.13,13
18.12,15.72,0,0,127.37,172,7.3,36.68
19.64,15.72,0,0,29.44,136,10.57,31.63
12.09,17.14,0,0,0,15,0,34.86
19.49,16.56,0,0,111.06,54,12.63,26.84
18.98,12.36,0,0,0,44,2.87,50.64
17.26,10.94,0,0,49.77,44,0,34.35
13.62,10.94,0,0,129.01,49,8.47,17.96
5.38,10.94,0,0,0,41,0,17.96
11.47,11.51,0,0,146.69,46,4.62,18
14.17,10.94,0,0,44.96,46,3.85,20.84
13.87,13.07,0,0,0,32,0.57,50.15
9.41,28.73,10,0,516.39,32,0.57,25.75
21.49,34.57,0,0,314.27,61,16.3,24.11
5.48,29.48,31,0,369.03,11,0.57,12.05
4.73,15.09,86,0,20.48,8,0.81,12.63
4.48,29.48,9,0,150.3,15,1.62,5.99
3.95,24.31,21,0,18.6,5,2.43,5.65
2.42,29.48,5,0,493.88,15,0.57,4.86
5.87,16.54,0,0,316.5,19,2.36,10.01
3.64,24.31,16,0,30.03,7,2.43,5.13
4.41,24.31,12,0,12.47,11,3.24,6.41
3.83,24.31,15,0,53.83,10,1.72,5.85
4.23,16.54,0,0,0,30,1.15,11.38
3.83,24.31,18,0,52.29,10,1.72,5.85
15.64,20.38,0,0,0,29,15.05,16.24
7.53,28.28,0,0,0,6,4.73,10.34
6.52,28.28,12,0,10.24,3,0.81,15.65
7.26,17.94,13,0,0,11,0.57,21.79
4.85,23.15,285,0,3.24,7,0.57,13.86
8.38,19.18,19,0,12.94,23,0.81,19.34
3.34,20.38,0,0,9.56,27,3.34,3.34
8.31,20.38,6,0,7.95,23,1.28,19.53
3.34,20.38,0,0,0,28,3.34,3.34
4.76,24.33,0,0,7.62,6,0.81,13.78
2.87,28.28,0,0,0,9,2.87,2.87
4.72,28.28,3,0,6.86,9,1.72,7.99
10.76,20.38,0,0,0,27,10.21,11.31
12.14,20.38,3,0,9.98,13,0.57,32.29
12.87,22.52,0,1,0,-1,0.57,32.68
10.6,22.52,0,0,144.35,8,9.9,11.29
6.4,22.52,0,0,364.08,42,5.85,7.18
9.45,26.2,6,0,417.25,10,1.28,23.22
9.39,23.12,0,0,7.81,0,1.15,19.77
8.49,20.66,0,0,156.73,7,1.15,22.06
8.26,16.67,0,0,1.92,19,1.15,21.34
5.98,25.7,22,0,98.51,5,1.62,9.81
7.64,25.7,25,0,73.93,4,0.81,13.3
3.08,12.58,0,0,47.61,7,0.81,6.41
4.63,25.7,118,0,2.61,6,1.28,10.54
4.91,25.7,8,0,503.69,21,2.87,6.54
2.55,18.62,22,0,252.78,10,0.57,4.59
7.52,18.62,0,0,57.4,0,2.87,15.99
4.04,25.7,19,0,426.13,6,2.43,8.15
3.39,22.48,0,0,134.48,6,0.81,7.25
4.16,18.62,50,0,387.93,3,0.57,6.41
3.51,22.48,3,0,2.3,5,0.57,10.34
7.74,25.7,13,0,10.98,0,1.28,13.81
6.04,18.62,0,0,611.04,15,1.15,8.62
2.85,17.01,12,0,0,3,1.81,3.24
5.67,18.62,24,0,192.39,8,1.62,10.57
3.42,28.46,50,0,107.08,7,0.81,7.99
2.16,17.01,19,0,42.57,3,0.81,3.49
5.46,28.46,48,0,394.06,2,1.28,11.82
3.48,18.62,15,0,389.18,11,0.81,5.41
6.72,25.7,46,0,345.52,25,3.85,9.81
6.59,23.63,0,0,26.21,0,0.81,13.59
3.24,19.74,24,0,8.73,7,0,6.97
3.43,28.46,361,0,53.46,4,0.57,7.54
8.22,21.98,0,1,8.73,0,0,18.93
6.79,18.62,89,0,115.44,7,1.15,13.95
5.31,17,0,0,80.68,1,0.81,15.94
3.8,28.46,67,0,339.63,6,1.15,7.54
7.14,18.62,166,0,167.16,-3,0.57,18.46
3.78,18.62,41,0,307.19,7,0.81,7.69
4.03,12.81,0,0,5.66,6,0,10.95
2.05,22.48,0,0,4.47,11,0,3.44
2.92,17.01,19,0,48.01,4,2.07,4.48
12.39,25.7,34,0,267.74,22,4.13,17.47
3.85,22.48,0,0,5.3,8,0.57,15.49
3.75,25.7,17,0,143.44,12,0.81,8.11
0.57,22.48,0,0,77.73,13,0.57,0.57
3.46,28.46,60,0,130.24,2,0.57,6.9
7.72,25.7,44,0,161.57,14,1.81,18.22
3.32,18.62,15,0,441.91,14,1.81,4.9
15.3,16.36,6,0,147.77,1476,14.19,16.43
34.52,16.36,0,0,346.96,1488,11.54,49.23
15.5,16.36,5,0,124.66,1472,11.13,17.71
34.83,16.36,0,0,663.26,1557,10.03,55.66
11.85,16.36,0,0,16.44,1448,5.76,15.27
33.49,16.36,0,0,423.26,1505,9.75,47.52
15.9,16.36,0,0,30.3,1449,5.65,31.8
7.48,16.36,2,0,16.62,1453,2.87,12.09
9.7,16.36,10,0,24.48,1453,5.16,12.82
26.73,21.78,0,0,356.93,1545,1.28,81.61
35.44,16.36,0,0,448.8,1551,20.13,47.81
24.14,16.36,0,0,14.43,1448,3.67,44.5
14.74,16.36,43,0,38.98,1458,8.52,22.39
28.06,0,0,0,241.35,470,2.56,74.96
3.68,25.7,28,0,989.33,27,0.81,5.85
3.1,17.01,32,0,244.77,10,0,7.8
10.18,28.55,217,0,60.22,4,0.57,22.31
21.13,0,0,0,6.04,766,1.81,43.35
5.32,13.3,17,0,627.03,19,1.81,10.46
3.59,24.31,42,0,378.19,16,2.29,5.73
6.77,16.54,5,0,4.67,7,0.81,16.86
5.61,16.54,7,0,2.27,27,1.81,9.75
6.67,16.54,8,0,0.26,31,3.67,10.66
20.65,27.2,0,0,0,1467,4.05,37.95
4.12,28.46,44,0,27.47,2,0,9.76
23.82,5.91,0,0,14.91,571,0.57,57.58
12.8,13.9,0,0,2.81,38,1.62,28.23
6.11,13.9,0,0,2.77,43,1.28,12.19
11.31,14.86,0,0,0,54,0.57,28.67
16.27,15.17,0,0,85.04,67,3.44,31.84
12.64,13.78,0,0,19.88,58,1.62,22.43
18,31.65,0,0,0.12,60,10.77,28.19
16.89,23.41,0,0,3.96,61,2.07,35.32
6.82,34.57,4,0,0,38,0.57,23.08
6.4,34.57,0,0,153.16,43,4.73,10.26
8.8,34.57,1,0,0,44,0.81,22.03
15.48,34.57,0,0,195.07,40,6.09,30.1
9.97,34.57,0,0,51.24,36,2.07,19.61
3.19,10.97,157,0,380.85,6,0,6.2
9.44,24.43,0,0,12.73,27,2.07,21.94
9.62,21.31,47,0,82.52,24,1.81,19.06
5.35,21.31,55,0,136.94,34,0.57,11.13
7.83,21.31,28,0,26.22,29,0.81,16.86
8.71,28.73,34,0,341.65,27,1.28,15.41
5.11,28.73,33,0,332.88,38,2.56,8.52
2.72,28.73,9,0,263.58,39,0.81,4.9
3.71,16.78,56,0,182.49,9,0.57,8.03
10.3,17.11,40,0,221.22,25,2.56,23.53
4.62,28.73,34,0,217.85,30,0.81,7.8
7.99,28.2,0,0,4.17,28,2.29,17.95
8.14,27.35,0,0,0,35,1.28,16.67
7.05,15.64,3,0,35.69,20,1.72,16.74
8.56,15.64,0,0,3.86,21,0.57,19.23
10.88,22.63,0,0,254.17,57,0.81,24.11
27.02,12.45,0,0,270.52,65,1.28,68.48
20.04,8.99,0,0,241.37,817,5.41,34.35
10.3,11.51,0,0,0,42,0.57,30.1
3.21,18.18,27,0,234.11,8,1.81,4.62
3.54,20.06,150,0,409.85,7,0,9.86
3.04,18.18,47,0,551.56,8,1.15,8.11
3.98,21.94,37,0,195.83,7,0.81,7
3.98,18.18,30,0,292.69,9,0.81,7.99
9.16,34.57,0,0,0,41,1.81,21.14
2.79,34.57,0,0,21.14,38,1.28,5.73
9.55,34.57,0,0,0,34,4.05,18.99
6.4,28.73,6,0,335.58,31,3.85,8.96
9.4,28.73,44,0,1.57,33,2.07,17.92
8.43,13.9,0,0,7.49,34,1.15,23.51
11.8,12.24,0,0,0,39,1.28,33.07
11.47,13.9,4,0,47.31,34,1.62,28
13.14,34.57,0,0,9.57,30,2.07,28.01
11.82,34.57,0,0,472.27,84,6.41,23.39
14.13,34.57,0,0,324.99,73,5.85,20
5.98,13.9,0,0,21.22,39,4.01,7.71
8.88,13.9,2,0,107.51,35,1.62,17.71
5.5,13.9,1,0,82.71,44,1.28,11.03
11.24,16.82,0,0,10.64,34,8.35,15.05
28.32,14.85,0,0,0,68,7.54,42.61
13.35,15.39,0,0,0,36,1.28,29.82
3.24,13.26,75,0,7.93,9,0.81,6.69
4.71,11.61,24,0,9.9,6,0.57,8.05
3.98,11.61,22,0,254.84,6,1.15,5.99
4.37,11.61,77,0,210.17,7,0.81,8.27
4.84,11.61,51,0,194.49,3,0.57,12.26
3.71,13.9,0,0,107.44,43,2.07,5.41
8.39,14.86,0,0,4.41,29,4.62,14.88
10.82,16.88,0,0,5.94,47,1.28,26.03
12.15,16.88,0,0,4.17,45,1.81,21.21
4.18,28.73,14,0,208.87,29,2.87,6.33
6.84,25.7,13,0,1550.45,21,3.63,10.95
7.55,25.7,29,0,1176.56,18,1.62,13.86
7.48,25.7,68,0,801.77,12,1.72,15.94
11.3,20.98,38,0,1216.5,14,3.44,20.16
7.59,20.98,54,0,1123.61,10,2.92,16.24
4.19,25.7,41,0,1110.91,26,0.81,13.34
6.39,25.7,9,0,1262.21,27,4.05,8.35
6.21,25.7,3,0,1205.63,36,2.92,9.49
6.63,25.7,6,0,1210.31,33,2.36,10.46
9.06,16.26,20,0,1154.58,12,3.85,19.4
7.36,25.7,80,0,1221.83,7,0.81,14.7
7.13,25.7,13,0,1141.07,30,0.81,11.76
7.74,25.7,4,0,1210.31,32,2.87,12.4
5.43,15.82,3,0,4.73,20,0,12.57
6.81,13.21,27,0,52.89,3,0.81,13.59
3.23,25.7,8,0,72.22,10,0.57,5.76
7.74,25.01,188,0,41.54,-2,0.57,20.07
8.73,18.62,79,0,104.16,0,0,20.53
2.93,18.62,18,0,158.84,1,1.81,4.05
7,23.54,23,0,492.48,5,1.15,15.44
2.94,13.21,31,0,3.07,5,0,6.2
3.69,25.7,17,0,290.47,10,1.81,5.85
4.06,25.7,17,0,1049.83,7,2.07,6.54
3.7,25.7,90,0,992.47,7,1.15,6.54
4.55,25.7,78,0,732.32,6,1.62,7.8
3.83,25.7,96,0,399.85,8,0,12.19
3.58,25.7,55,0,938.55,8,0.57,6.41
3.57,25.7,46,0,890.18,6,1.81,6.09
4.47,25.7,49,0,615.26,10,1.72,8.6
5.05,25.7,45,0,346.98,6,1.81,10.21
4.91,25.7,121,0,252.75,7,0.57,10.71
3.34,25.7,33,0,337.88,10,1.81,6.2
5.11,25.7,26,0,334.84,10,2.43,7.54
3.52,25.7,30,0,306.58,7,0,7.48
4.54,25.7,28,0,560.17,8,1.15,10.82
4.05,25.7,84,0,544.27,7,0.81,8.35
4.59,21.94,30,0,420.51,9,1.81,7.99
7.63,18.18,25,0,270.68,1,2.87,18
5.43,18.18,141,0,116.67,-2,0.81,16.51
5.59,18.18,22,0,263,4,2.92,8.9
3.52,18.18,54,0,285.29,7,1.62,6.54
6.21,13.21,24,0,92.98,2,2.07,12.38
3.85,20.83,116,0,332.16,9,1.15,8.47
3.36,28.46,53,0,858.46,11,0.57,6.33
3.91,28.46,24,0,1037.22,10,2.07,6.33
5.81,13.3,0,0,226.5,5,1.28,11.48
4.49,13.3,5,0,0,1,0.57,11.54
6.97,13.3,0,0,76.16,-3,3.63,9.46
3.6,21.94,41,0,723.32,4,1.62,5.41
3.98,21.94,39,0,1021.37,5,1.15,7.99
4.32,21.94,34,0,373.51,5,1.72,8.96
4.26,25.7,310,0,260.29,7,0,12.09
4.22,13.21,9,0,391.94,6,0.57,6.41
3.33,11.61,66,0,0,1,0.57,8.47
4.41,25.7,22,0,724.58,6,2.07,9.54
5.86,21.94,20,0,94.07,2,3.49,8.05
4.79,13.9,0,0,20.9,39,1.72,6.2
6.8,31.39,47,0,298.02,19,0.57,12.82
7.88,20.92,54,0,0,15,0.57,21.94
8.87,24.61,112,0,2.46,27,1.28,24.63
3.35,28.55,10,0,235.81,23,0.81,7.99
8.9,31.39,58,0,9.08,4,1.72,20.53
11.35,31.39,24,0,350.63,17,1.81,29.93
10.48,13.55,9,0,108.46,20,1.62,22.48
9.2,31.39,77,0,517.05,15,1.15,19.9
9.64,31.39,34,0,4.46,9,1.81,18.93
8.45,13.55,0,0,19.97,34,1.72,18.93
9.32,18.62,78,0,0,3,1.62,20.67
8.19,18.62,16,0,444.52,5,2.29,17.81
10.77,20.88,0,0,0,0,0.81,23.76
10.5,14.55,0,0,107.47,26,1.15,25.33
7.26,26.2,37,0,609.35,24,2.29,13.3
3.14,29.48,33,0,196.18,13,0.81,5.73
3.51,23.24,3,0,527.68,15,2.43,4.59
7.88,19.3,276,0,54.49,11,0,30.04
8.11,19.3,169,0,0,4,0.57,19.48
12.4,25.7,3,0,913.2,21,12.4,12.4
6.36,25.06,115,0,107.67,-2,2.07,17.5
4.09,16.26,34,0,397.13,11,1.15,7
6.17,16.26,120,0,266.88,8,1.15,17.96
4.68,23.24,83,0,3.9,6,0.57,13.77
4.92,25.35,59,0,213.94,7,0.57,12.93
8.53,19.75,16,0,501.82,8,1.81,12.73
7.58,16.26,140,0,1.01,0,1.28,14.47
4.99,19.75,226,0,209.72,4,0.57,12.52
6.39,19.3,6,0,704.31,13,2.36,9.81
4.08,19.59,26,0,965.99,23,0.81,9.81
3.63,20.71,4,0,21.28,5,1.28,6.9
3.72,18.18,6,0,0,1,0,6.88
5.21,23.24,125,0,62.19,1,0.57,19.49
4.6,22.94,0,0,83.94,9,0.81,12.82
4.27,21.61,1,0,14.12,3,0.57,11.81
6.62,22.25,25,0,160.19,10,1.81,13.63
4.61,22.96,9,0,0,2,0.57,10.34
3.9,22.16,164,0,11.81,6,0.57,8.21
4.54,15.68,0,0,0,9,0.57,11.42
5.01,22.94,0,0,0,4,0,13.86
6.25,15.7,5,0,850.46,19,0.81,12.05
7.83,22.96,0,0,0,8,1.15,15.3
3.96,18.02,0,0,53.17,5,0,13.63
3.45,21.94,186,0,358.3,8,0,6.54
3.15,12.58,0,0,4.25,5,0.57,6.9
5.1,13.21,34,0,360.53,4,1.15,12.57
6.58,13.3,0,0,169.83,15,1.62,13.24
10.18,13.3,4,0,461.65,3,1.72,18.67
3.45,18.18,158,0,154.16,7,0,7.71
3.49,12.58,9,0,9.61,8,1.15,5.99
10.98,13.3,6,0,4.01,2,2.07,17.66
3.9,12.58,0,0,188.96,3,0.57,9.76
5.25,13.3,22,0,474.79,7,0.81,11.13
2.82,17.01,28,0,224.85,7,0.81,5.68
3.3,29.48,42,0,560.54,26,0.81,6.33
6.66,29.48,31,0,345.78,18,2.07,11.59
3.3,17.11,20,0,228.13,17,1.15,5.99
3.25,17.11,35,0,247.21,15,0,5.85
14.98,17.11,20,0,100.92,12,4.01,26.51
4.25,17.11,15,0,62.75,16,1.81,8.05
8.04,17.6,53,0,174.08,18,1.28,21.24
10.55,17.11,10,0,100.53,20,2.87,20.71
11.47,17.11,21,0,244.95,22,8.15,16.22
9.08,17.11,29,0,88.59,17,1.28,21.05
6.58,17.11,49,0,27.18,16,0.57,17.44
5.97,17.11,52,0,415.97,23,0.57,12.57
9.82,17.11,34,0,245.03,22,2.92,18.52
3.39,17.11,8,0,287.66,26,3.34,3.44
11.23,17.11,33,0,262.3,18,6.41,16.54
6.74,17.11,43,0,134.14,18,2.07,9.9
7.17,29.48,34,0,591.83,27,2.29,12.97
5.93,29.48,25,0,404.78,16,4.13,7.54
4.07,29.48,30,0,682.9,25,0,9.24
8.06,29.48,38,0,584.27,26,3.85,13.38
4.73,29.48,29,0,648.06,29,1.28,9.49
6.3,29.48,38,0,264.24,15,2.56,8.68
4.95,29.48,45,0,8.4,3,1.28,12.4
7.92,29.48,19,0,369.16,15,1.15,14.38
6.85,29.48,57,0,211.62,12,1.15,16.42
6.31,29.48,19,0,665.97,25,4.05,7.96
3.38,29.48,17,0,293.93,13,1.72,5.85
4.25,17.11,17,0,280.19,18,0.81,7.18
11.53,17.11,24,0,482.93,17,1.28,23.34
2.36,17.11,8,0,204.47,18,0,3.63
7.37,17.11,18,0,56.66,11,4.05,12.09
19.06,17.11,7,0,156.25,25,11.48,25.45
17.81,17.11,10,0,241.88,30,14.62,20.87
9.18,17.11,25,0,221.22,23,2.92,15.14
8.68,17.11,12,0,247.65,16,0.57,17.24
2.8,17.11,0,0,12.07,23,2.07,3.63
11.18,16.86,2,0,6.03,5,0,32.48
5.61,17.11,5,0,750.26,29,3.34,6.9
4.7,17.11,10,0,759.52,27,0.57,9.07
4.91,17.11,24,0,762.83,26,1.28,8.77
4.59,17.11,0,0,992.2,28,0.81,8.21
4.99,17.11,20,0,539.51,19,1.62,10.54
7.93,17.11,9,0,353.08,21,2.07,13.81
13.12,17.11,1,0,918.48,27,12.31,14.65
14.05,17.11,5,0,110.3,14,4.05,24.25
4.35,17.11,10,0,263.38,16,3.34,5.41
5,17.11,31,0,259.95,18,1.15,9.61
3.72,17.11,19,0,13.01,16,1.28,5.9
12.86,17.11,19,0,46.43,10,10.14,14.88
3.29,17.11,14,0,332.42,18,1.28,5.19
7.54,17.11,2,0,7.89,9,2.29,11.42
3.87,17.11,8,0,287.16,20,2.07,4.9
7.27,17.11,7,0,120.36,17,5.65,10.52
5.97,17.11,3,0,178.55,23,5.41,6.41
5.08,17.11,12,0,79.51,16,1.15,8.96
5.7,17.11,0,0,24.99,12,1.15,13.68
11.35,17.11,4,0,464.26,22,0.57,23.53
5.5,17.11,7,0,669.15,34,2.87,8.52
9.06,16.61,0,0,0,6,1.15,13.77
7.19,19.28,0,0,641.23,23,0.57,12.88
10.64,16.61,0,0,23.31,5,7.09,13.77
9.42,19.28,7,0,415.13,16,4.62,15.86
8.37,19.28,0,0,14.19,6,1.81,15.52
6.41,16.61,0,0,0,5,5.73,7.09
20.05,16.61,0,0,2.58,32,3.67,36.77
9.99,16.61,0,0,16.09,5,3.85,16.23
7.93,17.62,21,0,4.46,10,0,20.03
7.55,19.28,54,0,299.44,24,1.62,15.9
1.28,19.28,4,0,431.75,26,1.28,1.28
5.79,19.28,10,0,422.38,26,1.81,9.07
1.55,19.28,4,0,449.58,26,1.28,1.81
7.46,19.28,20,0,543.88,24,7.18,7.8
7.13,19.28,28,0,6.02,11,1.72,14.38
3.38,19.28,14,0,450.11,24,1.28,7.3
3.89,19.28,2,0,455.03,26,2.36,5.9
5.71,19.28,18,0,566.81,26,0.81,10.03
7.03,19.28,14,0,189.69,28,1.28,12.57
5.8,19.28,27,0,114.82,28,1.81,10.34
6.12,19.28,6,0,0,20,1.72,9.61
4.88,19.28,9,0,213.13,30,1.72,9.49
9.57,19.28,10,0,342.29,23,1.28,19.08
6.5,19.28,7,0,143.41,28,4.62,8.73
9.05,19.28,2,0,464.72,24,2.92,14.5
7.95,19.28,20,0,4.44,14,1.15,28.11
10.32,12.03,0,0,0,57,0,25.76
3.5,21.94,22,0,100,7,1.81,7.18
2.45,11.61,27,0,263.12,8,1.28,4.86
3.51,11.61,33,0,208.73,6,1.28,6.54
3.53,16.78,81,0,500.66,6,0.81,6.71
5.09,11.61,28,0,379.69,6,1.81,8.97
2.92,11.61,24,0,422.58,8,1.28,6.54
3.5,11.61,57,0,9.9,6,0,8.15
4.83,21.94,34,0,343.47,6,0.57,9.76
3.75,21.94,20,0,338.9,7,1.15,6.17
4.66,20.56,49,0,239.41,4,1.28,10.14
1.43,21.94,17,0,10.83,6,0.57,2.36
4.92,11.61,45,0,146.26,6,1.81,8.21
3.22,19.47,20,0,52.38,7,1.28,5.29
3.3,11.61,13,0,149.82,8,2.43,4.37
3.57,11.61,83,0,486.46,5,0.57,6.93
7.21,11.61,5,0,85.24,7,6.97,7.45
7.27,11.61,5,0,74.01,7,7.09,7.45
3.71,11.61,33,0,317.46,5,0,6.49
3.84,11.61,106,0,352.28,4,0.81,13.37
4.92,11.61,5,0,53.38,5,2.87,6.97
2.06,11.61,16,0,150.46,5,1.15,3.44
3.62,13.21,40,0,293.79,5,0.57,15.86
4.48,11.61,10,0,0,6,2.29,7.48
4.21,11.61,29,0,62.7,0,2.87,6.93
3.65,13.21,24,0,292.63,6,1.28,6.69
2.5,13.21,20,0,125.59,7,1.28,3.63
3.7,13.3,132,0,10.42,8,0,7.96
2.9,13.21,28,0,340.93,10,1.15,5.19
2.68,13.3,0,0,91.17,11,0.81,4.37
3.99,13.3,23,0,155.82,10,0.81,9.49
3.28,13.5,0,0,0,3,1.62,4.73
4.33,13.71,21,0,16.81,1,0.81,7.8
2.71,13.3,6,0,999.64,19,1.28,4.59
5.29,13.3,9,0,34.57,2,0.57,11.61
5.08,25.7,6,0,369.65,16,2.87,6.2
7.61,25.7,9,0,369.65,16,6.17,9.76
6.83,31.39,26,0,336.33,2,0,11.82
9.03,28.55,19,0,285.69,4,3.09,13.24
10.54,28.55,29,0,225.72,15,5.29,14.91
8.31,25.7,21,0,385.46,24,3.34,13.68
4.13,25.7,17,0,13.37,0,1.81,7.45
5.91,25.7,90,0,221.1,14,0.81,15.6
5.36,25.7,66,0,298.44,10,1.28,13.77
4.8,25.7,63,0,32.92,6,2.29,9.86
4,25.7,19,0,259.21,8,1.81,5.9
4.38,25.7,7,0,0,5,4.13,4.62
6.68,27.08,100,0,197.82,14,1.15,16.06
4.91,25.7,50,0,81.55,5,1.28,8.52
8.06,25.7,4,0,31.73,0,4.48,10.95
4.16,17.01,11,0,13.71,6,1.81,5.73
3.64,20.56,24,0,708.16,8,1.81,5.41
3.54,20.56,28,0,494.56,7,1.15,5.9
3.9,17.01,24,0,361.44,9,2.29,5.29
4.84,11.61,13,0,112.7,3,1.81,6.71
5.81,11.61,16,0,428.41,7,2.29,12.38
4.6,11.61,61,0,6.62,3,1.28,7.99
4.02,11.61,17,0,203.58,7,1.81,7.25
3.29,11.61,26,0,82.31,6,1.15,5.44
3.52,11.61,35,0,263.19,4,0.57,8.9
4.01,11.61,0,0,3.22,8,4.01,4.01
4.43,11.61,38,0,169.02,7,0.57,7.45
5.43,16.78,34,0,338.27,6,3.49,6.93
4.67,11.61,35,0,189.42,8,1.72,6.97
5.31,21.94,22,0,10.6,8,1.81,7.45
2.34,18.78,39,0,511.6,7,0.81,5.73
1.94,21.94,16,0,231.05,5,0,3.09
4.21,11.61,22,0,138.5,2,1.28,7.09
4.66,16.78,24,0,245.57,4,1.15,9.33
3.14,21.94,22,0,305.45,8,0.81,6.41
4.04,11.61,27,0,118.76,8,2.56,6.33
2.32,21.94,11,0,181.97,6,0.81,4.13
2.59,21.94,15,0,109.48,5,0.81,4.93
2.6,21.94,19,0,220.52,8,0.57,4.01
4.51,11.61,30,0,336.9,4,0.81,8.35
2.75,21.94,27,0,192.11,6,1.28,4.59
3.52,21.94,30,0,490.37,5,0.81,7.09
2.13,21.94,26,0,495.37,4,1.15,3.09
2.32,21.94,17,0,11.73,6,0.81,3.85
3.75,21.94,9,0,456.8,8,2.36,5.13
1.72,21.94,10,0,68.9,6,0.57,4.93
3.66,17.01,20,0,102.23,6,1.28,5.73
4.29,21.94,26,0,479.92,5,1.28,7
1.89,21.94,25,0,78.94,7,0.81,3.34
5.45,17.01,34,0,238.75,7,1.62,9.24
